DATE,DEXBZUS
2021-04-13,5.6898
2021-04-14,5.6806
2021-04-15,5.611
2021-04-16,5.6107
2021-04-19,5.5687
2021-04-20,5.5185
2021-04-21,5.5687
2021-04-22,5.4971
2021-04-23,5.5011
2021-04-26,5.4508
2021-04-27,5.4342
2021-04-28,5.3964
2021-04-29,5.3624
2021-04-30,5.4194
2021-05-03,5.3857
2021-05-04,5.449
2021-05-05,5.3648
2021-05-06,5.2804
2021-05-07,5.214
2021-05-10,5.2244
2021-05-11,5.2124
2021-05-12,5.2529
2021-05-13,5.2793
2021-05-14,5.2574
2021-05-17,5.2594
2021-05-18,5.2359
2021-05-19,5.265
2021-05-20,5.2831
2021-05-21,5.3235
2021-05-24,5.3223
2021-05-25,5.306
2021-05-26,5.3062
2021-05-27,5.2642
2021-05-28,5.2187
2021-05-31,.
2021-06-01,5.1631
2021-06-02,5.0743
2021-06-03,5.0777
2021-06-04,5.067
2021-06-07,5.019
2021-06-08,5.0383
2021-06-09,5.0651
2021-06-10,5.0672
2021-06-11,5.1299
2021-06-14,5.0567
2021-06-15,5.0911
2021-06-16,4.9991
2021-06-17,5.0244
2021-06-18,5.0405
2021-06-21,5.0306
2021-06-22,4.9994
2021-06-23,4.9518
2021-06-24,4.9169
2021-06-25,4.9245
2021-06-28,4.9451
2021-06-29,4.9378
2021-06-30,5.0083
2021-07-01,5.0339
2021-07-02,5.0431
2021-07-05,.
2021-07-06,5.1803
2021-07-07,5.2678
2021-07-08,5.2336
2021-07-09,5.2579
2021-07-12,5.1939
2021-07-13,5.1544
2021-07-14,5.0861
2021-07-15,5.118
2021-07-16,5.0922
2021-07-19,5.21
2021-07-20,5.219
2021-07-21,5.2313
2021-07-22,5.2071
2021-07-23,5.1766
2021-07-26,5.172
2021-07-27,5.1603
2021-07-28,5.1547
2021-07-29,5.0497
2021-07-30,5.1411
2021-08-02,5.1251
2021-08-03,5.2362
2021-08-04,5.2362
2021-08-05,5.175
2021-08-06,5.2236
2021-08-09,5.2861
2021-08-10,5.1931
2021-08-11,5.203
2021-08-12,5.2352
2021-08-13,5.2345
2021-08-16,5.2466
2021-08-17,5.2538
2021-08-18,5.3421
2021-08-19,5.4027
2021-08-20,5.399
2021-08-23,5.384
2021-08-24,5.2771
2021-08-25,5.247
2021-08-26,5.2428
2021-08-27,5.1956
2021-08-30,5.1921
2021-08-31,5.1405
2021-09-01,5.1809
2021-09-02,5.164
2021-09-03,5.1692
2021-09-06,.
2021-09-07,5.1692
2021-09-08,5.2843
2021-09-09,5.2764
2021-09-10,5.2169
2021-09-13,5.2073
2021-09-14,5.2235
2021-09-15,5.255
2021-09-16,5.2535
2021-09-17,5.295
2021-09-20,5.3266
2021-09-21,5.2895
2021-09-22,5.2715
2021-09-23,5.2917
2021-09-24,5.3404
2021-09-27,5.3571
2021-09-28,5.4279
2021-09-29,5.4062
2021-09-30,5.4528
2021-10-01,5.3674
2021-10-04,5.4333
2021-10-05,5.4633
2021-10-06,5.513
2021-10-07,5.5073
2021-10-08,5.5178
2021-10-11,.
2021-10-12,5.532
2021-10-13,5.5525
2021-10-14,5.5048
2021-10-15,5.4457
2021-10-18,5.5211
2021-10-19,5.5525
2021-10-20,5.5476
2021-10-21,5.6455
2021-10-22,5.7223
2021-10-25,5.6009
2021-10-26,5.5833
2021-10-27,5.5812
2021-10-28,5.612
2021-10-29,5.6291
2021-11-01,5.6795
2021-11-02,5.6795
2021-11-03,5.6188
2021-11-04,5.5877
2021-11-05,5.5335
2021-11-08,5.5455
2021-11-09,5.502
2021-11-10,5.4709
2021-11-11,.
2021-11-12,5.4341
2021-11-15,5.4575
2021-11-16,5.498
2021-11-17,5.5082
2021-11-18,5.5485
2021-11-19,5.5728
2021-11-22,5.586
2021-11-23,5.6485
2021-11-24,5.5937
2021-11-25,.
2021-11-26,5.5903
2021-11-29,5.6233
2021-11-30,5.6569
2021-12-01,5.6355
2021-12-02,5.6272
2021-12-03,5.6773
2021-12-06,5.682
2021-12-07,5.6294
2021-12-08,5.5395
2021-12-09,5.5838
2021-12-10,5.5991
2021-12-13,5.6598
2021-12-14,5.6713
2021-12-15,5.7099
2021-12-16,5.6652
2021-12-17,5.6754
2021-12-20,5.722
2021-12-21,5.7475
2021-12-22,5.7017
2021-12-23,5.6821
2021-12-24,.
2021-12-27,5.6401
2021-12-28,5.6372
2021-12-29,5.6915
2021-12-30,5.5749
2021-12-31,.
2022-01-03,5.6597
2022-01-04,5.677
2022-01-05,5.6876
2022-01-06,5.7027
2022-01-07,5.6253
2022-01-10,5.6788
2022-01-11,5.598
2022-01-12,5.5541
2022-01-13,5.5122
2022-01-14,5.5393
2022-01-17,.
2022-01-18,5.5329
2022-01-19,5.4668
2022-01-20,5.4052
2022-01-21,5.4225
2022-01-24,5.5116
2022-01-25,5.4818
2022-01-26,5.4366
2022-01-27,5.4252
2022-01-28,5.3943
2022-01-31,5.2893
2022-02-01,5.2812
2022-02-02,5.2787
2022-02-03,5.3047
2022-02-04,5.3266
2022-02-07,5.2922
2022-02-08,5.2712
2022-02-09,5.2641
2022-02-10,5.1978
2022-02-11,5.2015
2022-02-14,5.2153
2022-02-15,5.1807
2022-02-16,5.1584
2022-02-17,5.1599
2022-02-18,5.1219
2022-02-21,.
2022-02-22,5.0611
2022-02-23,5.0181
2022-02-24,5.1248
2022-02-25,5.1515
2022-02-28,5.1599
2022-03-01,5.1595
2022-03-02,5.1511
2022-03-03,5.0551
2022-03-04,5.0867
2022-03-07,5.0841
2022-03-08,5.0874
2022-03-09,4.9932
2022-03-10,5.0424
2022-03-11,5.0513
2022-03-14,5.0834
2022-03-15,5.1424
2022-03-16,5.1083
2022-03-17,5.0427
2022-03-18,5.0165
2022-03-21,4.9477
2022-03-22,4.9365
2022-03-23,4.8479
2022-03-24,4.8202
2022-03-25,4.7577
2022-03-28,4.7917
2022-03-29,4.7554
2022-03-30,4.7695
2022-03-31,4.7264
2022-04-01,4.6944
2022-04-04,4.6195
2022-04-05,4.6592
2022-04-06,4.6892
2022-04-07,4.7619
2022-04-08,4.7495
2022-04-11,4.7031
2022-04-12,4.6705
2022-04-13,4.684
2022-04-14,4.707
2022-04-15,4.6965
2022-04-18,4.6772
2022-04-19,4.6689
2022-04-20,4.6171
2022-04-21,4.622
2022-04-22,4.7675
2022-04-25,4.941
2022-04-26,4.985
2022-04-27,5.0058
2022-04-28,4.9973
2022-04-29,4.9325
